Time,Amplitude
0.0,0.0
0.001001001001001001,0.0314421909191206
0.002002002002002002,0.06285329004448194
0.003003003003003003,0.09420223632762625
0.004004004004004004,0.12545803018029603
0.005005005005005005,0.15658976412855768
0.006006006006006006,0.18756665337583714
0.007007007007007007,0.21835806624464543
0.008008008008008008,0.2489335544668916
0.009009009009009009,0.27926288329283006
0.01001001001001001,0.3093160613888689
0.011011011011011011,0.3390633704946752
0.012012012012012012,0.3684753948102499
0.013013013013013013,0.3975230500839129
0.014014014014014014,0.4261776123724353
0.015015015015015015,0.4544107464448774
0.016016016016016016,0.4821945338020477
0.017017017017017015,0.5095015002838731
0.018018018018018018,0.5363046432373825
0.01901901901901902,0.5625774582184371
0.02002002002002002,0.5882939652008051
0.02102102102102102,0.6134287342666618
0.022022022022022022,0.6379569107531119
0.023023023023023025,0.661854239829868
0.024024024024024024,0.6850970904837809
0.025025025025025023,0.7076624788865044
0.026026026026026026,0.7295280911221884
0.02702702702702703,0.7506723052527243
0.028028028028028028,0.7710742126987247
0.029029029029029027,0.7907136389150937
0.03003003003003003,0.809571163340744
0.031031031031031032,0.8276281386027312
0.03203203203203203,0.8448667089558177
0.03303303303303303,0.8612698279392308
0.03403403403403403,0.8768212752331535
0.035035035035035036,0.891505672698284
0.036036036036036036,0.9053084995825966
0.037037037037037035,0.918216106880274
0.03803803803803804,0.9302157308286042
0.03903903903903904,0.9412955055295033
0.04004004004004004,0.9514444746831767
0.04104104104104104,0.960652602422321
0.04204204204204204,0.9689107832361495
0.043043043043043044,0.9762108509744296
0.044044044044044044,0.9825455869226277
0.04504504504504504,0.9879087269401781
0.04604604604604605,0.9922949676548137
0.04704704704704705,0.9956999717068377
0.04804804804804805,0.9981203720381463
0.04904904904904905,0.9995537752217638
0.050050050050050046,0.9999987638285974
0.05105105105105105,0.9994548978290693
0.05205205205205205,0.9979227150282433
0.05305305305305305,0.9954037305340125
0.05405405405405406,0.9919004352588768
0.055055055055055056,0.9874162934567889
0.056056056056056056,0.9819557392975067
0.057057057057057055,0.9755241724818388
0.058058058058058054,0.9681279529021188
0.05905905905905906,0.959774394353189
0.06006006006006006,0.9504717573001116
0.06106106106106106,0.940229240709759
0.062062062062062065,0.9290569729543627
0.06306306306306306,0.9169660017960135
0.06406406406406406,0.9039682834620162
0.06506506506506507,0.8900766708219059
0.06606606606606606,0.875304900677813
0.06706706706706707,0.8596675801807452
0.06806806806806806,0.8431801723862227
0.06906906906906907,0.8258589809635433
0.07007007007007007,0.8077211340738067
0.07107107107107107,0.7887845674326315
0.07207207207207207,0.769068006574317
0.07307307307307308,0.7485909483349906
0.07407407407407407,0.7273736415730488
0.07507507507507508,0.7054370671459531
0.07607607607607608,0.6828029171631891
0.07707707707707707,0.6594935735358961
0.07807807807807808,0.6355320858443841
0.07907907907907907,0.6109421485454231
0.08008008008008008,0.5857480775418393
0.08108108108108109,0.5599747861375954
0.08208208208208208,0.5336477604021226
0.08308308308308308,0.5067930339682726
0.08408408408408408,0.47943716228880995
0.08508508508508508,0.4516071963768954
0.08608608608608609,0.4233306560565345
0.08708708708708708,0.3946355027494411
0.08808808808808809,0.365550111825219
0.0890890890890891,0.33610324454221585
0.09009009009009009,0.3063240196067838
0.09109109109109109,0.2762418843790745
0.0920920920920921,0.2458865857538501
0.09309309309309309,0.21528814074509034
0.0940940940940941,0.18447680680349254
0.09509509509509509,0.15348305189621664
0.0960960960960961,0.12233752437845731
0.0970970970970971,0.09107102268664065
0.0980980980980981,0.05971446488321034
0.0990990990990991,0.028298858083118276
0.10010010010010009,-0.0031447322077359985
0.1011011011011011,-0.03458521281181722
0.1021021021021021,-0.06599149362662067
0.1031031031031031,-0.09733251836830219
0.1041041041041041,-0.12857729528186848
0.10510510510510511,-0.1596949277875495
0.1061061061061061,-0.19065464503306445
0.10710710710710711,-0.22142583232155888
0.10810810810810811,-0.2519780613851252
0.1091091091091091,-0.2822811204739715
0.11011011011011011,-0.3123050442314895
0.1111111111111111,-0.3420201433256682
0.11211211211211211,-0.3713970338075679
0.11311311311311312,-0.40040666616780385
0.11411411411411411,-0.4290203540623263
0.11511511511511512,-0.4572098026790792
0.11611611611611611,-0.4849471367174873
0.11711711711711711,-0.5122049279531141
0.11811811811811812,-0.5389562223602165
0.11911911911911911,-0.5651745667653927
0.12012012012012012,-0.5908340350059578
0.12112112112112113,-0.6159092535671795
0.12212212212212212,-0.6403754266730258
0.12312312312312312,-0.664208360805614
0.12412412412412413,-0.6873844886291102
0.12512512512512514,-0.7098808922944286
0.12612612612612611,-0.731675326101678
0.12712712712712712,-0.7527462384979546
0.12812812812812813,-0.7730727933887175
0.12912912912912913,-0.7926348907416847
0.13013013013013014,-0.8114131864628659
0.13113113113113112,-0.8293891115250824
